review,sentiment
"The first step to getting off of that road that leads to nowhere is recognizing that you're on it in the first place; then it becomes a matter of being assertive and taking positive steps to overcome the negative influences in your life that may have put you on that road to begin with. Which is exactly what a young Latino girl does in `Girlfight,' written and directed by Karyn Kusama. Diana (Michelle Rodriguez) is an eighteen-year-old High School senior from the projects in Brooklyn, facing expulsion after her fourth fight in the halls since the beginning of the semester. She affects a `whatever' attitude which masks a deep-seated anger that threatens to take her into places she'd rather not go. She lives with her father, Sandro (Paul Calderon), with whom she has a very tentative relationship, and her younger brother, Tiny (Ray Santiago). With her life teetering on the brink of dissolution, she desperately needs an outlet through which to channel the demons that plague her. And one day she finds it, without even looking for it, when she stops by the gym where Tiny trains. Ironically, Tiny wants nothing to do with boxing; he wants to go to art school, but Sandro is determined that his son should be able to take care of himself on the streets, and pays the ten dollars a week it costs for his lessons. When Diana convinces Tiny's trainer, Hector (Jaime Tirelli), to take her on, and approaches her father for the money, under the guise of calling it a weekly allowance (she doesn't want him to know what she wants the money for), Sandro turns her down and tells her to go out and earn her own money. Ultimately, with Tiny's help she finds a way, and the ring soon becomes her second home. It's an environment to which she readily adapts, and it appears that her life is about to take a turn for the better. And the fact that she will have to fight men, not women, in `gender blind' competitions, does not faze her in the least. Diana has found her element.<br /><br />	First time writer/director Karyn Kusama has done a terrific job of creating a realistic setting for her story, presenting an honest portrait of life in the projects and conveying that desperation so familiar to so many young people who find themselves in dead-end situations and on that road that leads to nowhere. And there's no candy coating on it, either; as Hector tells Diana when she asks him how he came to be where he is, `I was a fighter once. I lost.' Then, looking around the busy gym, `Like most of these guys, they're going to lose, too. But it's all they know--' And it's that honesty of attitude, as well as the way in which the characters are portrayed, that makes this movie as good as it is. It's a bleak world, underscored by the dimly lit, run-down gym-- you can fairly smell the sweat of the boxers-- and that sense of desolation that hangs over it all like a pall, blanketing these people who are grasping and hanging on to the one and only thing they have, all that they know.<br /><br />	Making her screen debut, Michelle Rodriguez is perfectly cast as Diana, infusing her with a depth and brooding intensity that fairly radiates off of her in waves. She is so real that it makes you wonder how much of it is really Rodriguez; exactly where does the actor leave off and the character begin? Whatever it is, it works. It's a powerful, memorable performance, by an actor from whom we will await another endeavor with great anticipation. She certainly makes Diana a positive role model, one in whom many hopefully will find inspiration and the realization that there are alternative paths available in life, at least to those who would seek them out.<br /><br />	As positive as this film is, however, it ends on something of an ambiguous note; though Diana obviously has her feet on the ground, there's no indication of where she's headed. Is this a short term fix for her, or is she destined to become the female counterpart of Hector? After all, realistically (and in light of the fact that the realism is one of the strengths of this film), professional boxing isn't exactly a profession that lends itself to, nor opens it's arms to women. And in keeping with the subject matter of the film, and the approach of the filmmaker, an affirmation of the results of Diana's assertiveness would have been appropriate.<br /><br />	The supporting cast includes Santiago Douglas (Adrian), Elisa Bocanegra (Marisol), Alicia Ashley (Ricki) and Thomas Barbour (Ira). Though it delivers a very real picture of life to which many will be able to identify, there are certain aspects of `Girlfight,' that stretch credibility a bit, regarding some of what happens in the ring. That aside, it's a positive film that for the most part is a satisfying experience. I rate this one 7/10. <br /><br /> <br /><br />",positive
"A most awaited film of the year 2002. After three and half years of hibernation,Rajini has acted in this movie. The hype for this film was toooooo high..<br /><br />This is not a typical Rajini film, in this film he gives some spiritual messages also. But it also includes typical Rajini actions,style,songs etc. Its a good entertaining movie and gives good messages also.<br /><br />I will rate this movie as Good instead of Excellent because of the screenplay. Its a must watch movie. Dont miss it!",positive
"This is another Universal fun filled fright fest.Many people want to compare it to House Of Frankenstein.Even though it has similar cast and the same director it can stand on its own.(It does appear that Erle C Kenton directed most of the Universal horror films of the 40's).<br /><br />The plot recap:Baron Latos appears at the home of Dr Eidlemann seeking a ""cure"" for his vampirism.Larry Talbot (who somehow survived House OF Frankenstein) also shows up at the good doctors door seeking a cure for his affliction.After a failed suicide attempt Talbot and the doctor find the Frankenstein monster. To complicate matters just before he bites the dust, Dracula infects the good doctor with his blood.The doctor becomes a bloodthirsty maniac at certain times.Where this leads to is something you'll have to see for your self.<br /><br />Carradine actually gives a very good performance as Dracula. He isn't chewing up the scenery as he will in later roles. It is hard to repress giggles when he appears in a top hat though.The cape/cloak is traditional but the hat has to go. Where does the hat go when he changes into a bat...?<br /><br />Onslow Stevens gives an excellent portrayal of the doctor. He's torn between his basic kindness and the increasing blood lust he is now prone to. This is a very underrated performance.Chaney brings even more life to the Wolf Man in his 4th appearance in that role.<br /><br />The monster isn't given much to do this time.Just lay on the table until the end(some stock footage from the Ghost Of Frankenstein is used).At least in House Of Frankenstein he was up and around a bit.<br /><br />Yes this does stick to the basic Universal pattern complete with the angry village mob running amok with torches.But it isn't a bad way to spend an hour and ten minutes.It gets a low 8.",positive
"Now, I'm a big fan of Zombie movies. I admit Zombie movies usually aren't all that good, but I like them anyways. Despite the crappy acting and worthless dialogues that occur in almost all Zombie movies, this one is by far the worst. See, there are a few ground rules with zombie-movies. 1. Zombies are suicidal. Tactics is seldom used, and NEVER do they act like a boxer. They don't dodge a blow to the head, they take it with a ugly smile. They don't try and hit you in the face, they grab a hold of your arm and bite it! 2. Zombies can't speak. Only in Evil Dead. Otherwise, they DO NOT SPEAK. 3. You don't fight zombies with melee-ranged weapons. You loose in a melee fight against zombies. Firearms are used. In this movie however, melee is the way to go, which is wrong. Very wrong.<br /><br />It had NO redeeming qualities.<br /><br />If you wish to see a Zombie movie, see one with an average score higher than 3 on IMDb.com",negative
"I just saw this film at the 2001 Toronto international film festival. The working title there was 'Dog Days'. The audience reaction was mixed. Some people found the graphic sex and realistic violence to be too much for them. Others seemed to genuinely appreciate how good this film was.<br /><br />This film isn't for the faint of heart. It's like 'Happiness' with explicit sex and a less optimistic view of humanity. There's animal poisoning, a strip-tease from a senior citizen, an orgy'esque' bathouse in a shopping centre, anal candle penetration, and the molestation of the mentally incompetent.<br /><br />If any of this sounds like too much to handle then this film isn't for you. This film shows humanity at its most desperate and pathetic. The banality of our existence is shoved in our face with utmost glee.<br /><br /> Seidl has no interest in redeeming humanity here. And why should he? This film features excellent performances from all involved, is always interesting, and is probably the most intelligent social statement to be made on film in awhile.",positive
"I've just purchased the restored version of a film that I remember with much affection from childhood and it's certainly made for a curious afternoon's entertainment. Bedknobs definitely makes more sense in its complete form, the deleted scenes (especially those with McDowall) link events together quite neatly. What is a little disconcerting is the way the scenes have been remastered. Clearly, the soundtrack to this footage had been lost or damaged, so some bright spark at Disney decided to dub the scenes with new dialogue. Which would have been great except that half the cast weren't around to do it (some for better reasons than others) and the whole thing has a rather shoddy quality to it. Some of the lip-synching is pretty poor, and David Tomlinson's voice has been dubbed by a bloke who sounds absolutely nothing like David Tomlinson (there's actually a hint of German in it, I think). However, good to hear the full versions of all the songs (although 'Step in the right Direction' is still absent) and the moments of magic in this film still shine through. And I challenge you not to giggle when young Paul gazes so innocently at Angela Lansbury and coos ""but what's that got to do with my knob??""",positive
"Let's begin by acknowledging that there are arguably three types of horror films: good, bad, and utterly embarrassing reels that make the entire genre suffer in every way. Dark Harvest promises big with its Artisan DVD cover, but rest assured that is where the show stops. Following a grueling opening montage, we soon discover that the film consists of a very poorly written script, extremely under qualified (even for a beginners film) acting, disastrous lighting and even worse special effects. Seriously, could no one afford anything more than a mask for the villain, or did they just think it was good enough for Jason Voorhees and Michael Myers , so it's good enough for us? Well, it did not work at all to create a scary villain. At any rate, this is one of the movies that make you check your watch, sigh and curse your own gullibility. The timing in every scene is painful, and the entire production has a middle school feeling to it (come to think of it, I have seen better middle school stage productions, right down to the special effects). I'm trying to think of some way to end this review on a positive note, so let me suggest that all copies of this train wreck be donated as drink coasters, Frisbees, wind chimes.......I'd say ""go see your yourself"", but that would just be cruel.<br /><br />Check out the rest of this production company's reviews and you'll find the same for every one of their movies. They claim to honor the contract between film and audience (i.e. please the fans) but all they have done is chuckle and dumped a load on our heads for the cash (of which I am sure they saw very little for this). <br /><br />Sorry people, the high ratings and favorable reviews are obviously posted by those either directly or indirectly connected to this travesty. <br /><br />1 star out of 10 because it is the lowest possible rating. Giving it even one makes me angry.",negative
"Why?!! This was an insipid, uninspired and embarrassing film. The embarrassment comes from being from the city where they made it...Pittsburgh PA! Why did they let these people do such a BAAAAAD movie there?<br /><br />When this movie was originally to be released...it was more of a romantic comedy...and no ROBO-anything. That all got changed along with cuteness courtesy of Disney. WHY???? They did a terrible interpretation of this classic comic character. Seeing Matthew Broderick make fun of his own movies was not fun either. Sheesh!!",negative
"Surface, from the day its teaser first showed in the summer of 2005, was a tossup. On one hand, it seemed so high-concept and plot driven that to the passerby it felt like it would work out better as a motion picture (or several). Plus, it felt like it was NBC's attempt at a ""Lost-killer"". On the other hand, one may have realized that the story was too expansive to tell in a movie or two, and fans of Lost seemed intrigued.<br /><br />So, after one (and possibly only) season on NBC, the show is on an indefinite hiatus that could either put it in the vault, on Sci-fi, or filling a gap in NBC's lineup in the summer or fall of 2007 or beyond. Its ratings were some of the better on the network (which isn't saying much), but the show has been taken off the air with no real official announcement of its future.<br /><br />So, is it worthwhile? Yes.<br /><br />Surface follows a continuing story format, driven by plot with next to no filler episodes. Almost everything that happens on the show is important to the plot, much like a motion picture. No filler episodes, which put a pain in your side when you missed an episode. Yet, the show's double-edge helped made up for that; Big things seem to happen every episode, but since it feels like a movie you end every episode feeling like little happened and you're left wanting more! That trait of the show, though shows how great it is. The cast is solid; the three main leads, including the beautiful Lake Bell as Laura Daughtery, put in a solid performance every episode, each driven by their own reasons for finding/studying the creatures. The supporting cast, including Ian Anthony Dale and the brief performance by Rade Serbedzija fill out the cast well. The story is slow to start (my one regret; it doesn't really pick up until a 3-4 episodes in to the short 15-episode season), but the latter half of the season makes up for it. The visual effects are stunning (one's jaw will drop when you see an overhead view of one of the creatures 'attack' a ship), as well.<br /><br />Many of the show's problems can be remedied by purchasing the complete first season and not having to wait a week (or three) to watch the next episode.<br /><br />In short, if you've missed the first season and you're curious, go back and watch it. It's no Twin Peaks in terms of quirkiness, but the high-concept nature of it puts in in league with that, Lost, and other similar shows, with a flair for action and adventure. Enjoy it.",positive
"An interesting and involved film about a ""lifer"" just trying to live out his days peacefully. Elements of the main character appear in Michael Mann's later films, like Thief (1981), Heat (1995), and so on. You can see this one at the UCLA Instructional Media Laboratory-- one of the only places in the country that has copies readily available to the public. It's a great one!",positive
"Naturally Sadie sucks big time, I have no idea what the people were thinking about when they wrote this garbage. This is not funny, its not cute in any way shape or form, its just disturbing and a waste of money. Sadie is such a bad actor. I lost all my brain cells watching this show, it honestly seemed that this show is forced, it was such a huge over hyped pile of crap.<br /><br />This show sucks.<br /><br />Its a waste of time, and money, don't bother watching this garbage. The characters are so stupid and ridiculous. In the first season its just dumb and stupid then when i saw the second season i just couldn't take anymore, it made me want to kill Charlotte Arnold. The second season is juts absolutely a disgrace to Disney This show is also a racist piece of sh**",negative
"""That '70s Show"" is definitely the funniest show currently on TV. I started watching it about two and a half years ago, and as soon as I saw it I could tell it was a great show. I like all the characters, but my personal favorites are Fez and Kelso. Leo was also an awesome character while he was there, I really hope he comes back because he's hilarious. It's classic when Fez goes ""you son of a bitch!"", and when Kelso yells ""burn!"", that always makes me laugh. They are both great characters and always have something funny to say. Jackie being hot is just another reason to watch the show; she started out being really good looking but damn, somewhere around season 5-6 she just got Really hot. I've seen most of the episodes more than once, some like 10 times, and there still hilarious. This is one of the few shows that I can watch over and over and still laugh at just as much as I did the first time I saw it. The cast is classic; almost everyone is funny, where with many shows there are only a few funny characters. I will be sad to see this show end next year, but it will be going off the air as one of the best shows ever.",positive
"... Oxford, Mississippi, at least. Okay, the Paris we get is Paris, Culver City apart from the Establishing library footage of the real McCoy but it IS Paris in spirit than which nothing, nowhere, is better. Okay, Kelly is no Astaire but then who is and Caron is no Hepburn, ditto but Alan Lerner is light years ahead of the vastly overrated Comden and Green who scripted Kelly's other 'big' 50s musical Singin' In The Rain (a curious replication of lyricists writing screenplays featuring songs by OTHER lyricists and just to balance things the Gershwin numbers are far superior to the Arthur Freed/Nacio Herb Brown numbers so Alan Lerner didn't have to feel too outclassed). The story needn't detain us any more than the anomalies -Kelly hasn't got change of a match and is a painter, i.e. bohemian, yet he is able to scare up a perfectly good suit at a few hours notice when Foch invites him to dinner at her hotel; in the well-documented Love Is Here To Stay sequence the lovers are strangely unmolested by passers-by, other lovers and the bridge in the background is totally free of both pedestrian and vehicular traffic - this is, after all, a feelgood musical so it stands or falls by the score and in this case it stands four square. As feel good musicals go it's definitely in the top 10.",positive
"2002's the Bourne Identity is one of my all-time favorite movies. however, many fans of the book have complained that the movie had very little to do with the book's plot.<br /><br />The Assignment is the real deal. It's odd that no-one on the ""Bourne Identity"" threads has mentioned this movie at all. (Well, I jst did.)<br /><br />Besides the excellent plot, I personally found this movie to be as good as any espionage movie I've ever seen, with the possible exception of The Bourne<br /><br />Identity itself.<br /><br />The action is all completely realistic. I especially liked the protagonists' training regimen, which was very inventive.<br /><br />The feel is dark and gritty. There are a few surprising plot twists. The acting is excellent. <br /><br />If you like this genre, I cannot recommend this movie highly enough.",positive
"I had seen this movie when it got released, and when I was 12 years old :) And I still vividly recollect the wonderful scenes of how the hero/heroine escape every time when faced with danger :) And the best feature of the movie was the portrayal of the villain! I think many so-called action movies copied a lot many ""escape scenes"" from this movie!! And not only does it never impress me when I see such copying, it always increases my appreciation for this masterpiece! :) The lead actors have acted wonderfully. The slow and realistic development of the chemistry b/w the hero and heroine was extremely natural and wonderfully portrayed. As children, we felt that the love that developed b/w them was very natural :) The way they face and overcome all their trials and tribulations together was something that can make even kids realize the value of true love, sacrifice and caring. I recommend that every person see this movie when given a chance!! --Vijay.",positive
"Mark Blankfield played Jekyll and Hyde.<br /><br />Michael McGuire was the dad.<br /><br />Tim Thomerson was the plastic surgeon.<br /><br />Did you even see this movie? I doubt it!<br /><br />Blankfield was fairly popular at this time for playing the pill-popping doctor on Fridays. Thomerson has been funny in anything he does, from movies to series to stand-up comedy. If I ever find this movie on DVD I will definitely buy it. I recorded this movie off of HBO back in '82 and have pretty much worn out the tape. One of the funniest takes on the Jekyll & Hyde theme ever.<br /><br />Of course. with all the cocaine references in this movie, it'd be panned as being way too politically incorrect today, as would Cheech and Chong. Too bad, because it is FUNNY, FUNNY, FUNNY!",positive
"So I don't ruin it for you, I'll be very brief. There's some great acting and funny lines from the attractive cast. A young graduate of Harvard Med School (Brian White) finds out he doesn't know as much as he thinks about people. He goes to a small hospital in Florida for his internship because a girlfriend (Mya) left him for a job as a TV Producer. His Senior Resident (Wood Harris), helped marvelously by his 'creative collaborator'(Zoe Saldana) bring him up to speed. They help protect his career and show him the wider possibilities that come from being a compassionate doctor instead of a player who just wants to make money (as seems to be true for many of my pre-med friends).",positive
"The plot of this movie hangs on one important point: that this murderer was also a responsible, loving, caring father. Not that being a father and a murderer is impossible. But this man is shown murdering a teenage girl without provocation or reason and without emotion. This girl was someone's daughter. I don't think a father who cared so much about his own daughter could have been so cold-blooded to someone else's daughter. Or, alternately, could have been so cold blooded and yet worry about and care for his own daughter. And the idea that a convicted murderer would actually ask his victim's parents to take in and care for his daughter is beyond belief.<br /><br />That said, the characters were acted with conviction by the actors. I thought changing Scott Bakula's eye color did make him seem more cold and menacing than he usually is. You couldn't see into his eyes at all.",negative
"Its a very good comedy movie.Ijust liked it.I don't know why i love this movie i just love it.Storyline:It is a story of two boys Amar (Aamir Khan) and Prem (Salman Khan) who want to get rich quickly by taking all the short-cuts in the book. Amar is the son of an honest barber, Murli Manohar (Deven Verma) in Mumbai, while Prem is the son of Bankeylal Bhopali (Jagdeep), a hardworking tailor in Bhopal. Both Amar and Prem sell their father's shop and house respectively, and zero in on a hill station where a beautiful wealthy heiress Raveena (Raveena Tandon) has come from London accompanied by her friend cum secretary Karishma (Karishma Kapoor) with the intention of getting married to a virtuous Indian. The lucky man to wed Raveena will inherit her father Ram Gopal Bajaj's (Paresh Rawal) entire wealth. Amar and Prem see their get rich quick chance and woo Raveena, each trying to out do the other. Enter Teja (Paresh Rawal in a double role) whose sole ambition in life has been to grab his twin brother Ram Gopal Bajaj's millions. So Teja plants Bhalla. (Shehzad) and Robert (Vijoo Khote) in Raveena's house, to help him in fulfill his ambition. As the story progresses it turns out to be a mad chase from Ram Gopal Bajaj's wealth, full of humor, romance thrills and chills. Will Raveena & Karishma see through Amar and Prem's mischievous intentions? Will Teja succeed in his motives? See it all in super comedy ANDAZ APNA APNA. <br /><br />Aamir,Salman,Raveena,Karishma and Paresh at there best.<br /><br />Good Music.<br /><br />Good Direction.<br /><br />Good Story and Screenplay.<br /><br />and very good Comedy !!!!!!",positive
"There is somewhere in here the makings of a decent if routine SF story. It is thwarted by several factors. First, the actor is just awful. Even the competent actors are awful. The dialog is wooden and stilted. The plot plods along predictably. This seems less like a finished movie than actors going through a walk through. Extremely disappointing.",negative
"""What symbolism!"" exclaimed a woman as we exited the theater after viewing the Polish brother's paean to Ingmar Bergman. Some symbolism is there all right. But not much. ""Northfork"" adds up to some fine acting weakened by dreary cinematography that fails to make any coherent statement and a muddled story that irritates rather than enthralls.<br /><br />Northfork is a town facing extinction after a new hydroelectric dam goes into operation. It's the early to middle 1950s and a squad of identically dressed state agents, all looking as if they had just answered a casting call for ""The Untouchables,"" have the job of relocating recalcitrant dwellers who fail to appreciate both their immediate peril as well as the proffered bounty for moving. An exciting anti-development movie is always a possibility but let's get real: rural electrification is one of the greatest advances in bringing decent living conditions and a boosted economy in American history. Dams can be built without forced relocation? Not in this country.<br /><br />But this film is less about the plight of homeowners than it is a fantastical creation of a dying young boy's escapist imagination. Nick Nolte is the priest who tends to the lad and much of what he says might have been interesting if the sound was clear enough to hear.<br /><br />Alternating between the black-suited evacuation agents (working for ""lakefront"" land when the dam creates that valuable acreage) and a phantasmagorical collection of weirdos, the film develops neither theme coherently or even interestingly. <br /><br />The cinematography is poor. A washed out, subdued and depressive color permeates the whole film to little dramatic purpose. There is no reason for this vast terrain to be depicted so bleakly. Indeed, a contrast between largely untouched natural beauty and the massive and grim solidity of the evolving dam and power plants would have been very effective.<br /><br />4/10.",negative
"This movie has no story. It's only about a bunch of guys who tortures an innocent young girl to death.<br /><br />!!!SPOILERS!!!<br /><br />This is what they do: They beat her, put her in a net and let her hang inside like birdfood, spin her around on a chair until she pukes, expose her to loud noise, pour boiling oil on her, put worms in her sores, crush her hand with a sledge-hammer and finally pokes a needle through her eye.<br /><br />This movie was so realistic that if I didn't know it was fake I would have thought it was a snuff-movie. Although I was disgusted by this movie i really liked it. It scared me. I guess it fills some kind of purpose. I give it a 10/10.",positive
"... but had to see just how bad it could get. The plotline was thin to begin with, but it just kept getting worse. A female genetic engineering grad student uses her research on accelerated mitosis to artificially create a male, because a biological weapon used in WW3 killed off 97% of the worldwide male population. The surviving men are either high prices gigolos in back alley clubs, or crazed lunatics in run down football stadiums plotting to overthrow the 'Lesbian Conspiracy'. The entire process resembled the microwaving of a large bowl of jello. Press a few buttons and ding you get a baby. Not only that, but he will age to mid 20's in a month, and then begin to age normally (how convenient). Eventually poor Adam gets bored with the secluded cabin in the woods where his creator had raised him and steals her car to 'see the city'.<br /><br />This begins 90 minutes of unlikely chases, convenient plot twists, and several subplots that we never see resolved. As Adam quickly learns, what men did survive are treated as outcasts/criminals, because they are dangerous beasts that cannot help there genetic predisposition to violence. The propaganda machines have been in full swing, scaring women into believing all men are rapists and murderers. This has led to lesbianism being the norm, the fall of Christianity, female only reproduction via cloning, and oh yeah world peace among other implied results. All of which seem unlikely given that only ~30 years had elapsed since the war. Adam stumbles from one bad situation to the next, all the while being genetically programmed to be non-violent and unable to really do much on his own behalf. With the FBI on his trail, madams looking for fresh meat, and his creator trying to recapture him (for herself it seems), he learns that violence is not limited to the male species after all.<br /><br />All in all, I would not recommend this movie.<br /><br />I did however enjoy Veronica Cartwrights portrayal of the 'love to hate her' Director of the FBI, and Julie Bowen didn't do bad as Hope the 'closet hetero' geneticist either.",negative
"I saw this recent Woody Allen film because I'm a fan of his work and I make it a point to try to see everything he does, though the reviews of this film led me to expect a disappointing effort. They were right. This is a confused movie that can't decide whether it wants to be a comedy, a romantic fantasy, or a drama about female mid-life crisis. It fails at all three.<br /><br />Alice (Mia Farrow) is a restless middle aged woman who has married into great wealth and leads a life of aimless luxury with her rather boring husband and their two small children. This rather mundane plot concept is livened up with such implausibilities as an old Chinese folk healer who makes her invisible with some magic herbs, and the ghost of a former lover (with whom she flies over Manhattan). If these additions sound too fantastic for you, how about something more prosaic, like an affair with a saxophone player?<br /><br />I was never quite sure of what this mixed up muddle was trying to say. There are only a handful of truly funny moments in the film, and the endingis a really preposterous touch of Pollyanna.<br /><br />Rent 'Crimes and Misdemeanors' instead, a superbly well-done film that suceeds in combining comedy with a serious consideration of ethics and morals. Or go back to ""Annie Hall"" or ""Manhattan"".",negative
