,id,Created at,Screen Name,Tweet Text,sentiment
156,1321725882394906624,Thu Oct 29 08:09:41 +0000 2020,standardnews,Former Donald Trump administration official Miles Taylor reveals he wrote 'Anonymous' op-ed https://t.co/WP7a1ZMadu,negative
157,1321725882348830720,Thu Oct 29 08:09:41 +0000 2020,brucekwisanga,"RT @AC360: ""A Shakespearean tragedy unto itself,"" says Bob Woodward, of Jared Kushner recounting an Oval Office conversation in which he sa…",positive
158,1321725882336268289,Thu Oct 29 08:09:41 +0000 2020,mikecokere,"RT @KimStrassel: Now actual news organizations are censoring political speech. 

https://t.co/qbUxbglH2N",negative
159,1321725881841274880,Thu Oct 29 08:09:41 +0000 2020,shazdanz,"RT @Amy_Siskind: Germany and France entering partial lockdowns.

Russia mandating face masks.

Trump and Pence out doing campaign rallies,…",positive
160,1321725881212051456,Thu Oct 29 08:09:41 +0000 2020,kelly78964225,RT @UncleSnotty: Bruce Springsteen calls on the US to vote Donald Trump out of office in next week's presidential election https://t.co/J1C…,positive
161,1321725880780009480,Thu Oct 29 08:09:41 +0000 2020,KatherineWeesn3,Woodward Reveals Tape of Kushner Saying Trump Wanted States to Close — But Wanted Credit for Reopening: ‘Very Smart… https://t.co/uIoWuTwvY2,negative
162,1321725880369094656,Thu Oct 29 08:09:41 +0000 2020,bbqs3516,"RT @MeidasTouch: We need 3,000 retweets on this by 11 AM Thursday: we are only 24.8K followers away from hitting HALF A MILLION FOLLOWERS.…",negative
163,1321725879878299649,Thu Oct 29 08:09:40 +0000 2020,gtsfarley,RT @MarianneANYC: @ProjectLincoln Just a reminder that Trump fired the US pandemic response team in 2018. Keep re-posting until the election,positive
164,1321725879081295872,Thu Oct 29 08:09:40 +0000 2020,JamesCo57890315,"RT @kingsrush: John McCain spent 5 and a half years as a POW. He refused to go home without his fellow prisoners.

Trump couldn’t make it t…",negative
165,1321725877558878215,Thu Oct 29 08:09:40 +0000 2020,K617L,"RT @RWTrollPatrol: @TuckerCarlson As an Evangelical, Julie knows there are ""biblical grounds for giving people a second chance."" But after…",positive
166,1321725877487546369,Thu Oct 29 08:09:40 +0000 2020,KennethMcLachl4,@jacknicklaus @DonaldJTrumpJr Apart from being one of the very best golfers ever you have also got guts to stand up… https://t.co/0IWQdrH8uk,positive
167,1321725876535496704,Thu Oct 29 08:09:40 +0000 2020,Agirlwithacat,"RT @KretzSioux: @kayleighmcenany @realDonaldTrump Um, those are government helicopters, so they are part of OUR team, the American taxpayer…",positive
168,1321725875855962112,Thu Oct 29 08:09:39 +0000 2020,PrinceAwLee,this trump supporter is arguing wit us saying he voted for trump but “isn’t racist” and “isn’t homophobic” LOL i’m… https://t.co/vF2QvXbN6M,negative
169,1321725875805708288,Thu Oct 29 08:09:39 +0000 2020,AfrikaSocialist,"@BiancavanWyk16 @tshidi_lee After Musi left, that's when I fully realized they have adopted the republicans policie… https://t.co/PXrA0L9385",negative
170,1321725875226779648,Thu Oct 29 08:09:39 +0000 2020,awakenedheart77,RT @JackPosobiec: Trump Phoenix 2016 and Trump Phoenix 2020 https://t.co/0gZvvEkq81,negative
171,1321725874564222977,Thu Oct 29 08:09:39 +0000 2020,RG_Team_Tokyo,"RT @Trinhnomics: According to polls, here is what the electoral map looks like:

*Biden solid 259 so he needs to flip 11 to win so polls sh…",positive
172,1321725874039853056,Thu Oct 29 08:09:39 +0000 2020,ChooseL55339407,"@SmithAwambu trump &amp; his followers are NOT REAL republicans, they are trumpicans &amp; WE REAL republicans want our country back! BYEDON",positive
173,1321725873326731265,Thu Oct 29 08:09:39 +0000 2020,BigAgenda100,"RT @JackPosobiec: The FBI says the Gov. Whitmer kidnap plotter also wanted to hang President Trump
https://t.co/mPaX6o1AN5",negative
174,1321725873326731264,Thu Oct 29 08:09:39 +0000 2020,theodykens,"@heartofgreys trump supporters: owen, april, ellis, erica hahn, koracik
biden supporters who think he &amp; kamala are… https://t.co/J4AuTMrmCg",positive
175,1321725873150676992,Thu Oct 29 08:09:39 +0000 2020,PipkinDebbie,"RT @bryonworks: @gtconway3d Our Soul on Ballot

TOM NORMAN: “I take no joy in making this observation, but instead of being America the bea…",negative
176,1321725872915636224,Thu Oct 29 08:09:39 +0000 2020,TrishKnapp88,RT @RepsForBiden: @realDonaldTrump @nytimes @Google @CNN Who is Donald Trump?  https://t.co/opFrP9cyyX,negative
177,1321725872769028096,Thu Oct 29 08:09:39 +0000 2020,Dextutu,"@AlfredoPatlan4 @johnpurlia @jacknicklaus All they do is talk talk talk, no plan from @cnn bringing their fav docto… https://t.co/am1Hlcaqcs",negative
178,1321725872315887616,Thu Oct 29 08:09:39 +0000 2020,EthanSVG,"RT @JoyAnnReid: Now especially notable that this ""anonymous"" op-ed made no mention among Trump's abrogations, of the morally depraved polic…",negative
179,1321725872261529601,Thu Oct 29 08:09:39 +0000 2020,DameLozza,"@RedJohnBounds Really torn on this. Bernie should have been the outstanding Dem nominee, but the DNC were having no… https://t.co/NSNzJlG2zZ",positive
181,1321725871976308736,Thu Oct 29 08:09:39 +0000 2020,SweetnessnBubba,RT @SethAbramson: As good an ad about Trump as I've seen. I hope you'll retweet it. https://t.co/G5e5L0HyRu,positive
182,1321725871800156160,Thu Oct 29 08:09:38 +0000 2020,phonehawk11,RT @Eleven_Films: Trump says something to Justice Kennedy that shocks him. Something's up. (No sound) https://t.co/qSkTu9B092,negative
183,1321725871263277057,Thu Oct 29 08:09:38 +0000 2020,rhuadh56,RT @lewis_goodall: Nigel Farage (delivering a stump speech for Trump in Arizona): “he is the single most resilient and bravest person I’ve…,negative
184,1321725870449418241,Thu Oct 29 08:09:38 +0000 2020,kalamahina,"RT @CREWcrew: It is extremely concerning that voter suppression efforts like this plot by Erik Prince, Roger Stone and Steve Bannon could b…",negative
185,1321725870172721152,Thu Oct 29 08:09:38 +0000 2020,joanne12987064,"RT @duty2warn: Trump, as he leaves Iowa, says that he may never have to come back there again if he doesn't win the state, and then adds fo…",positive
186,1321725870076272640,Thu Oct 29 08:09:38 +0000 2020,phylmurphy,"@jacknicklaus Nobody should have to learn to overlook Trump’s many, many faults and his disgusting behaviour. Nobody",negative
187,1321725869262471169,Thu Oct 29 08:09:38 +0000 2020,JoyOfDachshunds,"RT @nielslesniewski: Full Trump quote:

""We'll see what happens at the end of the day [on Election Day]. Hopefully it won't go longer than…",positive
188,1321725869098938368,Thu Oct 29 08:09:38 +0000 2020,whoowhootoot,"RT @SenWarren: Late last night, I spoke about why Trump and the @SenateGOP are willing to ram through an illegitimate Supreme Court nominat…",positive
189,1321725868805218304,Thu Oct 29 08:09:38 +0000 2020,Balgowallah,@lionheartleojai He obviously believes Americans can be cowed into voting for Trump,negative
190,1321725868121739265,Thu Oct 29 08:09:38 +0000 2020,SidPolitics,"@dpinsen @VDAREJamesK @Aslaklakaslak @VicJulianTwit I think Dubya got around 40% of the Hispanic vote in 2004, than… https://t.co/xvK3BBS7MQ",positive
191,1321725867568078848,Thu Oct 29 08:09:37 +0000 2020,MyP_Chicago,"RT @bert_gilfoyle: @kylegriffin1 Why would Duetsche Bank forgive that much debt when they could seize his property?

Why did Russia put so…",negative
192,1321725867324698624,Thu Oct 29 08:09:37 +0000 2020,meleni_g,RT @RudyMarquezJr: This is a prime example of the ignorance and delusion embedded within Trump supporters. Once they realized she was talki…,negative
193,1321725866901147648,Thu Oct 29 08:09:37 +0000 2020,acaitaliasati,"RT @gulf_news: Weary #MiddleEast holds breath for #USElection e

#Trump re-election seen crucial for bridling Iran, pushing forward Arab-Is…",positive
194,1321725866691481600,Thu Oct 29 08:09:37 +0000 2020,JoeLaw73161631,"RT @AdamParkhomenko: Since Trump is broke, should we just assume that we’re paying for his campaign travel these days?",positive
196,1321725865433190400,Thu Oct 29 08:09:37 +0000 2020,ethomas3915,"RT @BrianKarem: Trump on the Tarmac in Iowa: ""I may never have to come back here again if I don't get Iowa,"" he said. ""I'll never be back.""…",positive
197,1321725865072431105,Thu Oct 29 08:09:37 +0000 2020,dots2b,"RT @therecount: CNN's @AlisynCamerota: ""Hospitals in WI are near capacity. Does that give you any pause about going there and holding a big…",negative
198,1321725864623570944,Thu Oct 29 08:09:37 +0000 2020,azrundevil,@LanaeL50 @GrymeJr @knight32_nate @newsbreakApp Business deals not the same as selling access and influencing US po… https://t.co/KnGvPlaFxA,positive
201,1321725864569049088,Thu Oct 29 08:09:37 +0000 2020,benjamyth,"First day back in the office.  No community transmission where I live (QLD Australia), but discovered a work collea… https://t.co/ok8FH7xb0y",positive
202,1321725864191557634,Thu Oct 29 08:09:37 +0000 2020,Dogbert_Catbert,RT @madmanbegins: @Michael_Yon Agree! At least many HKers opened their Twitter accounts just because of President Trump.,negative
203,1321725863516344320,Thu Oct 29 08:09:36 +0000 2020,BStBrussels,This #Election2020 is not only about #Trump vs. #Biden. A lot more is at stake. Our colleague @Tony_Silberfeld from… https://t.co/PMbPuYilLr,positive
204,1321725863373664256,Thu Oct 29 08:09:36 +0000 2020,_greykat,"RT @funder: Trump’s negligence killed people.

Vote Biden.",negative
205,1321725862186643456,Thu Oct 29 08:09:36 +0000 2020,TheThirdEG,"President Dornald Trump...
https://t.co/fj1W20D0b8",negative
206,1321725860865474561,Thu Oct 29 08:09:36 +0000 2020,CeceinSwmn,RT @Helen504: So the governor and Biden will be killed by tRump for what reason. Now 60 minutes lady needs protection. Poor leslie. How man…,negative
207,1321725860664279041,Thu Oct 29 08:09:36 +0000 2020,OneilRoses,RT @itsJeffTiedrich: Trump abandons his supporters in the freezing cold and some of these metaphors just write themselves,negative
209,1321725859867160576,Thu Oct 29 08:09:36 +0000 2020,fvehafric,"RT @allinwithchris: Biden senior adviser Ron Klain says before Justice Brett Kavanaugh joined the Supreme Court, he “stood in court and arg…",positive
210,1321725859699527681,Thu Oct 29 08:09:36 +0000 2020,barbc9988,"RT @CREWcrew: It sure looks like Trump's company paid him for work he did while in the White House
https://t.co/gOSfP2tUoU",negative
211,1321725859611308032,Thu Oct 29 08:09:36 +0000 2020,BlueSkyDays17,RT @tribelaw: Justice Kennedy’s retirement in good health is looking curiouser and curiouser with every new Deutschebank revelation from th…,positive
212,1321725859326271488,Thu Oct 29 08:09:35 +0000 2020,suzie1angel,RT @MilesTaylorUSA: Donald Trump is a man without character. It’s why I wrote “A Warning”...and it’s why me &amp; my colleagues have spoken out…,negative
213,1321725858588086272,Thu Oct 29 08:09:35 +0000 2020,Rodney63909077,@realDonaldTrump FACT CHECK: THAT 28BILLION DOLLARS WASN'T FROM TARIFFS FROM CHINA IT WAS ACTUALLY AMERICAN TAXPAYE… https://t.co/vA3gxB7fRm,negative
214,1321725858520944641,Thu Oct 29 08:09:35 +0000 2020,jorjoby,Here’s “coastal twitcher” Farage interfering in the lives of 331.5m people! And demonstrating the same DNA as Trump… https://t.co/rT0O1nQ81e,positive
215,1321725857833037824,Thu Oct 29 08:09:35 +0000 2020,Shannon60212531,"RT @PeteButtigieg: Trump's rallies are a metaphor for how he views his own supporters. Happy to have them cheer for him, only to leave them…",positive
216,1321725857652596738,Thu Oct 29 08:09:35 +0000 2020,MsC00l,🥴 Donald Trump will be the last president https://t.co/ocVBjkBoY2,negative
217,1321725857577263104,Thu Oct 29 08:09:35 +0000 2020,fireworkbonnie,RT @MollyJongFast: Love to see trump abandoning Republican senators.,positive
218,1321725857497567232,Thu Oct 29 08:09:35 +0000 2020,am_juelz,RT @cchukudebelu: The only obstacle to Dr. Okonjo-Iweala heading the WTO is the Trump Administration. https://t.co/9saM3OBQGs,negative
219,1321725857468174336,Thu Oct 29 08:09:35 +0000 2020,farazjaved66,@rjimad @Karachi_Post Yet every single person I meet in Florida is a Trump supporter! even Latinos... #Election2020,negative
220,1321725857132507136,Thu Oct 29 08:09:35 +0000 2020,macnutman,"RT @JoeBiden: I believe in science.

Donald Trump doesn't.

It's that simple, folks.",positive
221,1321725855580758016,Thu Oct 29 08:09:35 +0000 2020,neduokoli,@cchukudebelu Trump cannot stand the move of God.,negative
222,1321725855463362560,Thu Oct 29 08:09:35 +0000 2020,leo_soul5,"RT @mmpadellan: BREAKING: Tucker Carlson's very important documents were found by trump's friend from Paris, Jim, who was on his way to del…",positive
223,1321725855387844608,Thu Oct 29 08:09:35 +0000 2020,homeryead,RT @homeryead: Suckers' that's what Trump would call you if you were waiting for Biden! 'FACT',negative
224,1321725854808899585,Thu Oct 29 08:09:34 +0000 2020,SofiadelCielo,@AKA_Legacy1 @TheDailyEdge @realDonaldTrump @Strandjunker Extortion. Trump threatened to reveal Kennedy's son's cri… https://t.co/xiOtZS2FXP,negative
225,1321725853517123585,Thu Oct 29 08:09:34 +0000 2020,SholaMos1,"RT @SkyNews: “Trump is definitely spooked.”

Lawyer Dr Shola Mos-Shogbamimu says that Donald Trump is “a desperate man” and is responding t…",positive
226,1321725853269520384,Thu Oct 29 08:09:34 +0000 2020,BabylonsBounty,RT @UnitedUtahParty: We applaud Senator Romney for being willing to stand up to President Trump's role in contributing to the heightened pa…,positive
227,1321725853160493056,Thu Oct 29 08:09:34 +0000 2020,milruby27,@thejtlewis “Robin Williams on -sexual predator Trump!! https://t.co/WlDm1QxOpP,negative
228,1321725852359430145,Thu Oct 29 08:09:34 +0000 2020,SChristy16,"RT @RobertR13921129: @SteveSchmidtSES @MarshaBlackburn @sundarpichai @coreydu @ProjectLincoln The Senator's behavior is an example of the ""…",negative
230,1321725852187533312,Thu Oct 29 08:09:34 +0000 2020,despitebrexituk,"RT @realDonaldTrump: Texas, Pennsylvania, Ohio, and others, please watch. His party, and Joe, will stop Fracking immediately. Millions of j…",positive
232,1321725849721282560,Thu Oct 29 08:09:33 +0000 2020,SergeElume,@FrankTheNinja97 Ok. What makes Trump a dumb president. I really want to know. And please come with facts,negative
233,1321725849029255170,Thu Oct 29 08:09:33 +0000 2020,researchdafacts,@VP44 WATCH &amp; SHARE REGARDLESS OF HOW U FEEL ABOUT #TRUMP. WATCH &amp; MAKE AN INFORMED DECISION WHEN #VOTING - https://t.co/aFqJauX0hE,positive
235,1321725847871516672,Thu Oct 29 08:09:33 +0000 2020,OceansFriend,"RT @abhijitmajumder: Facebook, Twitter CEOs struggle to name a single ‘liberal’ censored on their platforms. Behind the ‘liberal’ mask, Big…",positive
236,1321725847791808513,Thu Oct 29 08:09:33 +0000 2020,ajwhitty1,RT @Scaramucci: The “silent” voter is breaking for Biden not Trump.,positive
237,1321725847590625285,Thu Oct 29 08:09:33 +0000 2020,suzie1angel,"RT @AP: BREAKING: Miles Taylor, former Homeland Security chief of staff and outspoken Trump critic, says he wrote the 2018 ""Anonymous"" op-e…",negative
238,1321725847229898752,Thu Oct 29 08:09:33 +0000 2020,DesertStorm24ID,@patrici47462841 @davidbewart @YRN70 @ProjectLincoln The impeachment vote was enough for me. I knew it was 100% Tru… https://t.co/SCEIDhGwpM,negative
239,1321725846487359488,Thu Oct 29 08:09:32 +0000 2020,angelakissesu,"RT @NBCNews: The Trump admin. has quietly rolled back Obama-era rules that regulate energy and water to appliances such as dishwashers, whi…",positive
240,1321725846483206144,Thu Oct 29 08:09:32 +0000 2020,Sanchez_MMA,@newsmax @kimKBaltimore @KristinBTate @JohnFBachman Throwing out the constitution? LMFAO that’s what Trump’s been d… https://t.co/VpAkvchLiJ,negative
241,1321725846453915648,Thu Oct 29 08:09:32 +0000 2020,spectator,"Our leading article: A Trump defeat shouldn't be cause for celebration in Britain

https://t.co/TOalTykWyF",negative
242,1321725846076428288,Thu Oct 29 08:09:32 +0000 2020,FridgekidW,"RT @scrowder: It's anyone's game at this point, but I think Trump will win.",positive
244,1321725844780437505,Thu Oct 29 08:09:32 +0000 2020,Samsoprano30,"Election Guru Says Joe Biden ‘Should Be Home And Dry’
https://t.co/u1qINDvxus",positive
245,1321725844746870786,Thu Oct 29 08:09:32 +0000 2020,AlexSepulcris,"RT @ThePubliusUSA: The Trump campaign bused a thousand people to the Omaha rally. But transportation was not provided for afterwards, leavi…",negative
246,1321725844293885953,Thu Oct 29 08:09:32 +0000 2020,franz_mascher,"RT @JasonSCampbell: Eric Trump complains the Nobel Peace Prizes are ""rigged"" https://t.co/F6AuRkHs0O",negative
248,1321725843702345728,Thu Oct 29 08:09:32 +0000 2020,JustAGirl_007_,@JoeBiden My plan: voting in person 11/03 for Donald Trump.,negative
249,1321725843245309954,Thu Oct 29 08:09:32 +0000 2020,famous_klord,RT @jiggyjayy2: A reenactment of how Trump got elected in 2016:,positive
250,1321725842993590274,Thu Oct 29 08:09:32 +0000 2020,147Bagan,"RT @JohnJHarwood: new CNN national likely-voter poll:

white men w/no college degree
Trump 68%, Biden 30%

everyone else
Biden 60%, Trump 3…",positive
251,1321725842976841730,Thu Oct 29 08:09:32 +0000 2020,Mrjephthahokere,"@real_musgan @neulagos @vanguardngrnews That is the angle you're seeing,we are Not in Trump heart to know! anyway I… https://t.co/djlk1AYcme",positive
252,1321725841399832576,Thu Oct 29 08:09:31 +0000 2020,SamanthaPepys,"RT @NarcAware: Here comes the REALLY shady bit. 
Robert Hannigan was the head of GCHQ - He was STEELE's Confidante.. 
Steele gave Hannigan…",positive
253,1321725841378861056,Thu Oct 29 08:09:31 +0000 2020,BallerGee_Ayo,@OkporEmeka The one wey pain me pass Na those church members wey follow their pastor do the Trump walk..,negative
254,1321725840955215872,Thu Oct 29 08:09:31 +0000 2020,CajunKilljoy,RT @ChuckWendig: did you check underneath Trump’s healthcare plan,positive
255,1321725839684390913,Thu Oct 29 08:09:31 +0000 2020,ricardo55457508,RT @ricardo55457508: @KamalaHarris #prettyrickywhattheycallme Trump must be loosing his mind. How the fuck the Corona Virus is gonna go awa…,positive
256,1321725838744846336,Thu Oct 29 08:09:31 +0000 2020,ComplaymentdO,Elsa Was Among Those Stranded In The Freezing Cold At At Trump's Omaha Rally https://t.co/FIQZCrmiEJ,negative
257,1321725837842944005,Thu Oct 29 08:09:30 +0000 2020,EthanSVG,"RT @JoyAnnReid: And the odious Stephen Miller isn't nearly done. If Trump is returned to office, he plans to make life an even greater Hell…",negative
258,1321725835716558850,Thu Oct 29 08:09:30 +0000 2020,ComplaymentdO,Elvis Costello Reads The Lyrics To The Perfect Song For A Trump Rally https://t.co/q88cAlYaoN,positive
259,1321725835552935936,Thu Oct 29 08:09:30 +0000 2020,Gulli2019,counter question: was Trump VP of the United States at that time like Joe? https://t.co/GmSCcM41zi,negative
260,1321725833938145280,Thu Oct 29 08:09:29 +0000 2020,imonicaroline,"RT @cchukudebelu: Dr. Akin Adesina survived everything the Trump Administration threw at him. Dr. Okonjo-Iweala has a tough fight, with the…",positive
261,1321725833686388738,Thu Oct 29 08:09:29 +0000 2020,hushbabyyy,"RT @elcompajc_: My thoughts on this.... I am a DACA recipient, I was born in Culiacán I came into this country at the age of 2 I am gratefu…",positive
263,1321725832897929216,Thu Oct 29 08:09:29 +0000 2020,SobolAnnette,"RT @WhiteHouse: For too long, the political class—including party leaders, lobbyists, think tanks, media, and more—ignored the concerns of…",positive
264,1321725832889430017,Thu Oct 29 08:09:29 +0000 2020,Smog2014,"RT @thereidout: ""I think what Cohen has said ... is that he's a mobster, he acts like a mobster.""

-- Robert De Niro on Trump. #TheReidOut",negative
265,1321725832809701376,Thu Oct 29 08:09:29 +0000 2020,Sandrakicks1,@jimsciutto Wasn't she too busy getting more pictures for Trump?,positive
266,1321725832688119808,Thu Oct 29 08:09:29 +0000 2020,ElaineM90908876,The Murdochs’ desperate final push to use Hunter Biden to reelect Donald Trump | Media Matters for America https://t.co/o4pTFi40tn,positive
267,1321725831907962880,Thu Oct 29 08:09:29 +0000 2020,macnutman,RT @chipfranklin: Who agrees Trump should be the first US president in history to be jailed immediately after leaving the Oval Office? ✋,positive
268,1321725830976983045,Thu Oct 29 08:09:29 +0000 2020,RedPillDetox,"RT @SoSerious_Ent: 🤦🏾‍♂️🤷🏾‍♂️ welp I guess you can definitely get 3 things from a trump rally: Idiocy , COVID-19 and hypothermia.... #VoteT…",positive
270,1321725830486175745,Thu Oct 29 08:09:29 +0000 2020,Browtweaten,@zeahzoeyzeke @IceMozart @robbystarbuck @tfsellars @jacknicklaus It's the one the administration made after h1n1 ha… https://t.co/Vp3F5QSO7b,negative
271,1321725830339330050,Thu Oct 29 08:09:29 +0000 2020,dano009,@UROCKlive1 @Rschooley @ProjectLincoln @MilesTaylorUSA @ejeancarroll Only Fox &amp; Trump brainwashed follows are distr… https://t.co/YFSPJduiug,positive
273,1321725828259074048,Thu Oct 29 08:09:28 +0000 2020,paulr2514,@Life_Disrupted The audience don't know who he is. They're wondering why Toad of Toad Hall is able to stand up on h… https://t.co/wtds702Bg2,negative
274,1321725827965427718,Thu Oct 29 08:09:28 +0000 2020,leeicewitz1,"RT @gordy_shanks: Americans are in DESPERATE need of COVID-19 relief.

BUT Senate Republicans are too busy rushing Trump’s Supreme Court no…",negative
275,1321725827927568385,Thu Oct 29 08:09:28 +0000 2020,PaulLoi3,@seanhannity For all the anti Trump haters if you don’t like him feel free to leave the country no one stopping you… https://t.co/rkIn3w7BQe,negative
278,1321725827030097921,Thu Oct 29 08:09:28 +0000 2020,MrDavidCatt1,"@newsboy23 It’s ok , he’s out there making the best of his last days of notoriety. Trump goes , the investigations will start . He knows it",positive
279,1321725826954678272,Thu Oct 29 08:09:28 +0000 2020,hettyb70,RT @Sonnet_Lumiere: I doubt very much Farage is in the states to promote Trump. I think it is more likely that is a cover to hide the real…,negative
280,1321725826833022976,Thu Oct 29 08:09:28 +0000 2020,JenM5157,"Border Officials Turned Away Unaccompanied Immigrant Children More Than 13,000 Times Under Trump’s Pandemic Policy… https://t.co/BMjGSrOhYw",negative
281,1321725826669445120,Thu Oct 29 08:09:28 +0000 2020,geedeck,"So, an... Apex Franchised dude I know was unmasked on fb as voting for trump. His defense was ""well thats not helpf… https://t.co/vyo4GrQoWx",positive
283,1321725825209802753,Thu Oct 29 08:09:27 +0000 2020,BGramev68055257,"RT @atinydictator: Best Laugh of the Week! Only Trump would release something so desperate and ridiculous. 

Funnier than any SNL sketch! #…",negative
286,1321725823787950083,Thu Oct 29 08:09:27 +0000 2020,muchkarma09,"Not only do Trump and the GOP want to keep people from voting, they want to keep your votes from being counted. This is truly heinous.",positive
287,1321725823762665472,Thu Oct 29 08:09:27 +0000 2020,gaby_baby_53,"Who actually gives a fucc ? 🤣 Fucc D Trump, teaching nothing but ignorance, people do this shit all the damn time 😂… https://t.co/BKt5qafhNM",negative
289,1321725822479335429,Thu Oct 29 08:09:27 +0000 2020,INeedaDamnDrink,"GET OUT AND VOTE, YOUR LIVES DEPEND ON IT!

If you don't vote then you're voting for tRump! #VoteHimOut2020… https://t.co/D6GPWrnZl9",negative
290,1321725821342679041,Thu Oct 29 08:09:26 +0000 2020,imranmahmood777,Which is the biggest lie? Trump calling Farage one of the most powerful men in Europe or Farage calling Trump the b… https://t.co/3neOjPelZo,positive
292,1321725820851810304,Thu Oct 29 08:09:26 +0000 2020,DanTheDodgerFan,"RT @SethAbramson: Trump's teetering Kremlin-disinformation house of cards has finally come tumbling down.

All that's left is Tucker sadly…",negative
293,1321725820730298368,Thu Oct 29 08:09:26 +0000 2020,jmarkc2,"RT @CindyKendrick11: Nancy Pig-losi says she's going to retire it Trump wins reelection...

Bye bitch!!🖕🖐",positive
294,1321725820457652226,Thu Oct 29 08:09:26 +0000 2020,tom_turnbo,Trump crimes gona b FED FELONY CHARGES when booted frm WH!!😅😄😃😂😂😁 Bet escort wife goes bak to familiar grnds n russia when vladdoni go2jail!,positive
296,1321725820063211520,Thu Oct 29 08:09:26 +0000 2020,CorruptNSW,RT @Libertea2012: ‘I regret voting for him': Ohioans hit by GM plant closure reflect on Trump https://t.co/DB3BliNfXL,negative
297,1321725819635396608,Thu Oct 29 08:09:26 +0000 2020,rxmhm,"RT @RVAT2020: Most Down to Earth: Nancy from SC!

""I'm 82 years old and I've been a lifelong Republican – this year, I'm voting for Joe.""…",positive
298,1321725819589283840,Thu Oct 29 08:09:26 +0000 2020,DemonBob_Badman,"RT @ALT_uscis: Philadelphia DA to trump:  ""Keep your Proud Boys, goon squads, and uncertified ‘poll watchers’ out of our city, Mr. Presiden…",positive
299,1321725819547471872,Thu Oct 29 08:09:26 +0000 2020,BreezyGuitar,They might as well shake hands with anti maskers and Trump supporters. This is what I mean when I say younger peopl… https://t.co/GtIAtdpRec,negative
300,1321725819526545408,Thu Oct 29 08:09:26 +0000 2020,Storspiken,RT @PamelaGeller: President Trump ready to help Philly police after 30 officers injured in riots: White House: The law and order President!…,negative
301,1321725819492855808,Thu Oct 29 08:09:26 +0000 2020,yosua_rivaldo,"RT @ddiamond: From 2019 - after JACK NICKLAUS lobbied Trump on the golf course, Trump steered $20M toward the sports legend’s hospital proj…",positive
302,1321725819216015360,Thu Oct 29 08:09:26 +0000 2020,sherry_kerdman,@COsweda Much to the chagrin of the left and never trump idiots. Which is why they despise our @POTUS. ALL THE PERK… https://t.co/UtwE9pUozy,negative
304,1321725818591158274,Thu Oct 29 08:09:26 +0000 2020,Lawlatu,@ElijahZhen @Whitemoon7 @Reuters You think Trump is killing you? I think you need a therapist.,positive
306,1321725816955437056,Thu Oct 29 08:09:25 +0000 2020,psufan68,@theskeptologist @YoHolz @MyQueenRedVenus I followed you.  God bless Pres. Trump.,negative
307,1321725816762413056,Thu Oct 29 08:09:25 +0000 2020,Mhid_jay,All Biden does is criticize trump tbvh,negative
310,1321725814468214785,Thu Oct 29 08:09:25 +0000 2020,DjWatkinss,RT @CindyProUSA: #VoteRedToKeepArizonaGreat Don’t take our good fortune for granted! Trump is the reason businesses are thriving. Democrats…,negative
312,1321725814157709314,Thu Oct 29 08:09:25 +0000 2020,camcavers,@timw The upside is you get a little extra time to get that Trump effigy stuffed,positive
314,1321725813268475915,Thu Oct 29 08:09:25 +0000 2020,Pricd05,Behenchod i was worried ki Christian Wildermuth gaye par ye to seedha trump card nikaala hai https://t.co/yiHihT8fpt,negative
315,1321725813021093888,Thu Oct 29 08:09:24 +0000 2020,hotchiefaction,"RT @SethAbramson: The president is a sick, sick man. There's something deeply wrong with him. Today at a rally in Arizona he made up a *fan…",positive
316,1321725812219891716,Thu Oct 29 08:09:24 +0000 2020,DRechts,RT @clairecmc: The weird thing is Trump thinks this contrast helps him with persuadable voters. It doesn’t. One is a speech that was honest…,positive
318,1321725811733467136,Thu Oct 29 08:09:24 +0000 2020,MichelLaMonica5,"RT @MrReaganUSA: Never forget, Trump was impeached by the democrats because he looked into Joe Biden's corruption.",negative
319,1321725810039050240,Thu Oct 29 08:09:24 +0000 2020,AlamoOnTheRise,"RT @AlamoOnTheRise: Trump: Day 1,377 (THREAD)
-9,118,547 Cases of COVID-19 in US
-US CV19 Death Toll Rises to 233,122
-Taking Country ""Back…",positive
320,1321725809690730496,Thu Oct 29 08:09:24 +0000 2020,ViolaSkyefanfic,@improbasleeprn GIRL I- are you gonna comment on the Biden x Trump smut?,positive
321,1321725809527238658,Thu Oct 29 08:09:24 +0000 2020,Len29454358,RT @askboomer1949: Those who believe that Trump is not responsible for the stranding of his rally participants in the cold Nebraska night p…,negative
322,1321725809342746625,Thu Oct 29 08:09:24 +0000 2020,rezzhead,"RT @Stornoway_Cove: Trump Factoid:

Trump has a very SMALL vocabulary

In response to Trump’s claim to be a genius, the last 15 US Presiden…",positive
323,1321725809317437440,Thu Oct 29 08:09:24 +0000 2020,stephenjleblanc,"@Marmel @flightbomb BTW, it was certainly one of his idiot unqualified clerks...who is likely a Trump drone.",positive
324,1321725808524840960,Thu Oct 29 08:09:23 +0000 2020,frubanoid,"RT @ShannyGasm: Sure sex is great, but have you ever voted trump out of office?",positive
325,1321725808076095488,Thu Oct 29 08:09:23 +0000 2020,NormaJean1968,RT @bryanbehar: Anyone see Trump thoroughly humiliate Martha McSally? Odd way of wooing Arizona suburban women. Or any women. Or anyone.,positive
