,keyword,sentiment,tweet_id,tweet_text
518,apple,negative,125341804857008128,"Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store."
519,apple,negative,125338210158125056,"Hey guys at @Apple, WTF is happening to #iPhone4, with #iOS5 suddenly fade to black and begin to vibrate continuously, I had to reboot it"
520,apple,negative,125336335656558592,@hbogo @apple - why don't you play nice and let me use HDMI from iPad?  Pretty lame.
521,apple,negative,125334948017213441,"Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment"
523,apple,negative,125333948556521472,"…and only the first 23 images in my Photo Roll made it over? Seriously, @apple, how did you fuck this up so much?"
525,apple,negative,125330038248849408,@apple why does #iPhone4 plus #iOS5 equal half the battery life?
527,apple,negative,125327896066785280,Now @apple won't let me use credit on @iTunes unless I have a credit card. Should have told me when I redeemed the cards. Sound fair to you?
528,apple,negative,125313086465904641,"@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn't improve by Monday, I'm returning my iPhone 4S."
529,apple,negative,125311989751877632,"@azrael: RT @DavideGori: And again #MobileMe is down. Issues when syncing, accessing mail... is this a good premise for #iCloud? @Apple, ..."
530,apple,negative,125309975881977857,need @apple help!! installing new ios on #iphone4 and am stuck on the Find My iPhone screen :( i keep clicking next but it doesn't work
531,apple,negative,125309448108519424,"Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox, Chrome). #sadmac"
533,apple,negative,125307394640199680,"Disappointing visual merchandising, @apple. Simple, but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi"
534,apple,negative,125305396842856448,has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!
536,apple,negative,125303217214062592,@apple thanks apple for ios 5 and losing all my contacts!
537,apple,negative,125302079752384512,@apple give me my apps back!!!
539,apple,negative,125301393560047616,"RT @tomcolontonio: Didn't it occur to @apple #apple that ppl share iTunes accounts amongst family's ?????
Wtf!!!!"
540,apple,negative,125301265700892672,@tomcolontonio @apple #EPICFAIL
543,apple,negative,125277260872822786,90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas.
544,apple,negative,125276004817190914,"So ""cutting the cord"" makes podcasts even harder to manage?!? No subscriptions! WTH, @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)"
546,apple,negative,125269239207706624,In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :(
547,apple,negative,125269161327865856,Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell's monopolistic prctices?
549,apple,negative,125267178336419840,"Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase..."
550,apple,negative,125265721281351680,@apple cu
551,apple,negative,125261285083447296,*sigh* @apple store seems stumped what to do about my catastrophically bad battery life after upgrading to #ios5
553,apple,negative,125245780192792576,"@apple, #siri can't connect to the network -- it's LESS useful that VoiceControl now... :("
555,apple,negative,125245104859529216,@apple took my Siri and made it exclusive to iPhone 4S  #SoRude
556,apple,negative,125236708403970048,total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes.
557,apple,negative,125236166151774208,"Waited in line for nothing, fucking genius @Apple called an app for ""John"" not ""jean"" stop fucking up my name im not a French boy. #PCam ..."
559,apple,negative,125230743990444032,It's been 24hrs since I reported @ups theft of my iPhone and @apple has done nothing. No return call as promised. Nothing.
560,apple,negative,125230107580317696,"This does not bode well. After charging all night, my @Apple iPhone 4S has 25% battery after only 3hr off charger with no calls & light use"
561,apple,negative,125227837438435328,Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....
562,apple,negative,125224588253741056,#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!
565,apple,negative,125204228967903232,Installed io5 - fine on ipad but wiped wife's iPhone and restore from backup failed! #Bigtrouble #help @apple
567,apple,negative,125129328446017536,DAMN YOU !!! @apple
568,apple,neutral,126417484017451009,@Late_Show I would have watched but the folks at @apple have a jihad against adobe flash. Plse consider a YouTube link in future on UR site
570,apple,neutral,126415618625912832,"Hey @apple, androids releasing brand new state of the art phones, whens your new phone come out? What's that? (cont) http://t.co/2sko9l3d"
571,apple,neutral,126414657836687362,".@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more, its a disappointment #wtf"
573,apple,neutral,126409984836763648,"Interesting read on war b/w @Apple & @Samsung- http://t.co/Vt9d24Yi -using latter, agree lack of innovation, but better specs at same price!"
574,apple,neutral,126407959495442432,RT @adamnash: The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc ...
575,apple,neutral,126407672521162753,The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc: @hblodget
577,apple,neutral,126405911697817600,"Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/XVcch6Os #PampersHelloApps"""
580,apple,neutral,126403530838913024,Is it JUST a coincidence that @Apple named their virtual assistant after Tom and Katie's robot daughter?
581,apple,neutral,126401882766839811,Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE
582,apple,neutral,126400491067416576,Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple
585,apple,neutral,126389413054910464,RT @CRMStrategies: Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @phil ...
586,apple,neutral,126387460463788032,@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker
589,apple,neutral,126383125059211265,"Hey @Apple, pretty much all your products are amazing. You blow minds every time you launch a new gizmo. That said, your hold music is crap."
590,apple,neutral,126382776072146944,Amazing story of @dropbox and @apple http://t.co/r4oDCwvY
591,apple,neutral,126381578975842304,Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon
592,apple,neutral,126380323733909504,@Jake_Gyllenhaal So you've made up with @Apple?
594,apple,neutral,126377120023842816,"@Apple to shut stores!!! C'mon, Only Wednesday for @SteveJobs memorial."
595,apple,neutral,126375024595705856,@Motorola is the Best Android-powered company that is going against @Apple.
598,apple,neutral,126368680459251712,Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw
599,apple,neutral,126368285259350017,The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw
603,apple,neutral,126360821419884544,"Stay young, stay foolish. But take ownership when u f*ck up, don't complain, and never give up. #resilience @apple"
604,apple,neutral,126360182308618240,"Dear @motorola, I smell a lawsuit coming your way. cc: @apple #motoactv"
605,apple,neutral,126358012343492608,RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone htt ...
607,apple,neutral,126353359962775552,@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone
609,apple,neutral,126348857071239168,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/YUydxo1t #PampersHelloApps"
611,apple,neutral,126346633721032705,"RT @jesperordrup: Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto shari ..."
612,apple,neutral,126346584068861952,Couldnt help it & explored the #iphone4s @apple store & talked to #Siri... Should've tried to speak to her in French?! #nexttime
615,apple,neutral,126336867477094400,@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?
616,apple,neutral,126336687382081536,RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy
617,apple,neutral,126331354718801921,"Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox"
618,apple,neutral,126330974270271488,RT @edatpost: Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
619,apple,neutral,126330155441467392,#motoactiv? Methinks @apple and maybe @Nike are already prepping lawsuits
621,apple,neutral,126329109759524865,Check this video out -- moe. plays Live on iPads. Video dedicated in memory of #SteveJobs http://t.co/XSiyDnqu @ipad @mac @apple #brilliant
622,apple,neutral,126328424624160768,Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
623,apple,neutral,126326886354784256,Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art
624,apple,neutral,126325069281624064,@apple #siri http://t.co/k7b686hX
625,apple,neutral,126324621279641601,.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5
626,apple,neutral,126324256236765185,RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
627,apple,neutral,126323574989520896,RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/OshPyV2G
628,apple,neutral,126323533696614402,.@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
629,apple,neutral,126321197062426624,RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!
630,apple,neutral,126320247379730432,@bidmyway I like your app for the @apple iPhone very simple and easy to use!
631,apple,neutral,126320076063379456,"Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip."
632,apple,neutral,126318553031917569,Noticed how @apple has added the like & tweet icons on their page? http://t.co/PZoNZeC8 #like #facebook #tweet
634,apple,neutral,126316594971422720,@rtimbuc thx for publicly coming out out of the @Apple closet ... :)
635,apple,neutral,126316179429134336,"Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/2XJZaLCs #PampersHelloApps"
636,apple,neutral,126315088641658881,@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.
639,apple,neutral,126311681126187008,RT @TimjwDowning: #iOS 5  is a great system but it's taken all day to download @apple
640,apple,neutral,126311223343058946,Using @Apple's mobile @AirPort Utility http://t.co/TiDpaHYC
641,apple,neutral,126309939961536513,@Dropbox balked at acquisition by @Apple. My apps thank them. :)  http://t.co/VsYPl9Xu
642,apple,neutral,126308556294205441,"These cos are worth billions: @Apple, @Facebook @Google & @Amazon and they are battling for consumers  http://t.co/4WxPCH9h via @fastcompany"
644,apple,neutral,126302918797312000,"Just when #TomCruise thought he had a unique name for his daughter, @Apple pulls the rug out from under him with the new #Siri App."
645,apple,neutral,126302719882444801,I wonder If the person who has @apple is holding out for apple to buy it from them
646,apple,neutral,126301989486342145,iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet
647,apple,neutral,126301301511426049,"The 'Great Tech War': @Apple, @Facebook, @Google, @Amazon battle for the future http://t.co/sVu8cG1M via @fastcompany"
648,apple,neutral,126300596633481216,"@BeeeThree I am aye, I wasn't @apple"
649,apple,neutral,126300304600866816,"How the community saw #SteveJobs - 12 Most #Community ""iCelebrates"" Steve Jobs - http://t.co/jJRwIvmc @Apple"
651,apple,neutral,126294550535872512,RT @aplusk: Sending love & light to everyone @Apple & the entire Jobs family.Today we lost a Giant who will be missed even by those who  ...
653,apple,neutral,126293879166205952,"Attending #mobilemem , listening to James Kelley from @apple ."
655,apple,neutral,126292279009882113,Tell how Steve Jobs & @Apple changed your life and $5 will be donated to Pancreatic #Cancer Research! @PanCAN @Pan_Act http://t.co/BWzganje
657,apple,neutral,126292109727768576,"yeah, @apple is updated!! planking photos, #lmaoo http://t.co/IusXJJDq"
658,apple,neutral,126291860305100801,picking up my #iPhone4S in two hours @Apple!
659,apple,neutral,126290154737504256,@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out
660,apple,neutral,126289716097196032,"yes, i am live tweeting my @apple tech support call. Isn't this fun?"
662,apple,neutral,126283761754185728,"@azee1v1 @apple @umber Better file info/easier to get to, duplication of files when importing. Categorizing files."
664,apple,neutral,126283441657495552,@AsimRang @apple @umber well so far ive seen it for apps
665,apple,neutral,126283440457912320,"Hello again, iPhone 4!!! Thank you, @apple! Although this should have never broken in the first place! #tsk"
666,apple,neutral,126283024278110208,@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before
667,apple,neutral,126281432644595713,"@Apple, @Facebook, @Google and @Amazon battle in...The Great Tech War of 2012 http://t.co/uL9zZKv8 by @fmanjoo"
668,apple,neutral,126280507729260544,"@AsimRang @apple @umber the podcasts feature works just fine, music purchasing is straight forward, what else do you want?"
669,apple,neutral,126279672433614848,“@NoVaTyler: @Foreverfit4u amazing how quickly apple went down the poop tube” It couldn't have 2do w/operator error! #sarcasm Still ❤ @apple
671,apple,neutral,126272713332506624,@KaeKaed @Apple Here is an easy way to put Newsstand in a folder http://t.co/yVXmWIbI
672,apple,neutral,126267746739699713,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/AAP7StHt #PampersHelloApps"
673,apple,neutral,126257394622808064,"Been MIA from Twitter.. But now Tweeting from my new @apple iPhone! :) #finallycool #notreally well, It IS ..I'm not :) #stilllearning"
675,apple,neutral,126232037492404224,"@Mommy_gaga, #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"
679,apple,neutral,126218596786511873,I wonder if @Apple OSX will get built-in @Twitter @support like iOS5. That would be very helpful at the moment.
681,apple,neutral,126213965817708544,@Apple Stores to close for one hour on October 19 to watch #SteveJobs #memorial http://t.co/fbjqb5RA via @9to5mac #tech #porchista
682,apple,neutral,126211975595311104,iPhone 4S vs Canon 5D MKII. @apple @canon @iphone http://t.co/PvKqad33
683,apple,neutral,126209902241787904,@Samsung wants to ban @Apple iPhone 4S in Japan and Australia. http://t.co/hWA4tWIc #smartphonewar
684,apple,neutral,126205800359280640,Siri says some weird things | This is my next... http://t.co/H8n7caSg via @verge @hasanga @mohoisham @apple #Siri #LMFAO
685,apple,neutral,126201991125929984,@apple karaoke ceel w/ @nandamaulida @putriasmara @galuhoktriana @milatus :p
689,apple,neutral,126186795808456704,I have 4 @Apple products...
691,apple,neutral,126177221571395584,"Stay hungry, stay foolish. Steve Jobs, founder @Apple #WinningWithEL"
692,apple,neutral,126171911523794944,RT @thejjmg: My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/Iqa0ipVt @Apple ah mines being sinking...
693,apple,neutral,126165547154018304,iSteps @apple store bologna http://t.co/WjjBq7Ae
694,apple,neutral,126163403063570432,"How I manage my businesses/life: @pivotaltracker, @37signals, @twitter, @googleapps, @apple, @dropbox, @wordpress, @dreamhost THX"
696,apple,neutral,126149567036137473,Just realized Apple doesn't even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check.
697,apple,neutral,126148184358653954,"Hey @Apple, could you hook the voice memos app on the iPhone up with fine scrubbing? Journalists need love too."
699,apple,neutral,126146495396319232,Dear @Apple… If I make love to iCloud will ALL THE THINGS have my babies?
700,apple,neutral,126141631291326464,POLL: http://t.co/GcrpUKwF Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball
701,apple,neutral,126141628372090880,POLL: http://t.co/9q2Er1w9 Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball
702,apple,neutral,126141580682854400,More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...
704,apple,neutral,126134865887363072,"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/r0WYm1jX #PampersHelloApps"""
705,apple,neutral,126130171404230656,"Dear @apple, why did my #Apple ID change to my colleagues&#39; when I charged on her Mac? Now can&#39;t download or update apps. #iPhone"
706,apple,neutral,126125830094061568,"You know you've gone @Apple overboard when you misread a @Yelp review as ""iPad Thai."" #fb"
710,apple,neutral,126122372775415808,started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls
711,apple,neutral,126118389591711744,"RememberiN wen @apple and @blackberry were just fruit
#nostalgia"
713,apple,neutral,126110863550717952,The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...
714,apple,neutral,126110770864979968,One thing I want from #ios is searching in the add bar similar to what Firefox or droid phones do. But thnx for a talking Google @apple ...
715,apple,neutral,126110374549405696,"Gee, I can't imagine that the maps app graphic from this Samsung website will help their court cases vs. @Apple: http://t.co/PmanMoAh"
716,apple,neutral,126109969912311810,Would you look at that.. @SouthwestAir does @Apple style welcomes as well. http://t.co/t0TrFnk8 #customerappreciation #custserv
718,apple,neutral,126106914684796928,got the new @apple update
719,apple,neutral,126105236229193728,"A brick n mortar @Google store? Coming soon to London, US next? Copying @Apple business model? http://t.co/l4VTHsv5"
720,apple,neutral,126105175294357505,"Hey @twitter and @apple, this is pretty dumb. http://t.co/kubkPO0T"
721,apple,neutral,126104490511319041,If the iPhone 4 case fits the 4S why is @nlevenbrown @apple buying a new one?
722,apple,neutral,126104322999197696,@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy
723,apple,neutral,126104244402126848,@Apple why no Macbook mirroring onto AppleTV via #Airplay?
725,apple,neutral,126102037057388544,@ATT just so I have this right.I pre-ordered an iphone last wk and it will be here in a month. I could buy in an @apple store today.really?
726,apple,neutral,126098699196698624,@apple please bring back the old Siri app for us old school iPhone 3 users!
727,apple,neutral,126095965391298560,"Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it, they weren't kidding."
728,apple,neutral,126094392183357443,"Yeah, there's no @apple twitter account."
729,apple,neutral,126094029015355392,POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...
730,apple,neutral,126094027140513792,POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...
731,apple,neutral,126091878469869568,@ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?
732,apple,neutral,126089815136538624,Lol bet that Android couldnt do that  RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
733,apple,neutral,126089347639427072,I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
734,apple,neutral,126087892580827137,@APPLE freaks is Siri available for Iphone 4 yet?
735,apple,neutral,126086553415057408,#Iphone5 can you please make The battery last longer thanks @Apple
739,apple,neutral,126078565346312192,Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting..
740,apple,neutral,126073142107045888,"RT @shanmoorthy: Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas  ..."
741,apple,neutral,126072051118260225,Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve
742,apple,neutral,126071173640499200,"iPhone 4 S now RESERVATION only, if you want to buy it in an @apple store tomorrow you have to reserve online after 9pm tonight"
743,apple,neutral,126068964685135872,@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter
745,apple,neutral,126066452787773443,Apple sold 4 million iPhone 4S units on first weekend - Appletell: http://t.co/vs5r1oox #iPhone4S @Apple #fb
747,apple,neutral,126065529684369408,"@Apple please put the Tab button back in Pages for iPad. That hold my finger down, wait for the insert tab, then touch that for the tab. SMH"
750,apple,neutral,126056940060155904,@RhiannaRaee hanging @apple in tacoma listening to the beatles!
751,apple,neutral,126055880394420224,In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S
752,apple,neutral,126054998080622593,"A must read article on @fastcompany about @Apple, @Facebook, @Google, and @Amazon technology war in 2012  http://t.co/nxc7Wo4S"
754,apple,neutral,126054145617694720,@cnbcfastmomey what price should I sell @apple for
755,apple,neutral,126052649475915776,"Hey @Apple, when did you hire @TheRock to tighten the screws on the bottom cases of your MacBook Pros?  #Ouch #NiceHire"
756,apple,neutral,126051375422504961,#SteveJobs memorial at the Leawood @Apple store. http://t.co/UVgb05G6
757,apple,neutral,126049560878526464,Hey @apple why is Siri not available for the Mac?
759,apple,neutral,126044055644807169,waiting for Jacob @fairview @apple storeee
764,apple,neutral,126040050441011200,iPhone 4S First Weekend Sales Top Four Million: http://t.co/Dm4acTYv via @Apple themselves. Big sales for the new phone.
765,apple,neutral,126039521853845504,Iphone: Watch Siri &quot;Work&quot; On the Old iPhone 4 - @Gizmodo http://t.co/dGPWL0r0 @apple allow commands from iPhone 4. Stop playin!
767,apple,neutral,126031463647944704,"@WIREDInsider beautiful, yes. though it simply reminds me of @apple's spinning wheel of death. clock, reinvented: http://t.co/tJcJAqfl"
768,apple,neutral,126030091892432896,Dear @apple: Integrated tweeting in ios5 RAWKS. Plz consider adding @ and # lookup like @twitter app. Thx! http://t.co/5uHsTEPz
772,apple,neutral,126019432194650113,@brady I am surprised @apple did not think of/anticipate that......
773,apple,neutral,126018538531061760,#iMessage is here wid iOS5 RIP #BBM @cultofmac @apple
776,apple,neutral,126016494701256704,RT @carlmilner: RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt ...
778,apple,neutral,126014643826208768,@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!
780,apple,neutral,126014214467895297,@apple Iphone's & Ipad's beautiful technology but alltogether mainly a marketing platform. It's obscure is'nt it? Apple lost it's touch.
781,apple,neutral,126014102379302912,@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :)
782,apple,neutral,126013626426466304,Hall Pass had me rolling...... @Apple bee's lookin for nookie really
784,apple,neutral,126012515019784192,@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill
785,apple,neutral,126012034545496065,"@coatgal @apple Paul had a chat with an advisor explained the problem : cost £120 repair !!
BUT wait for it , drumroll . . . ."
786,apple,neutral,126012004312956928,"#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecases
http://t.co/2hyurIiq
#stevejobstributecases
@ikaveri @iamsrk @apple"
787,apple,neutral,126011120694726656,"@coatgal had a really interestng experience up in the @Apple store though, Paul was with me up there, faulty #iphone4 - but out of warranty"
790,apple,neutral,126008776322064384,@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY
791,apple,neutral,126007705600135168,"@_alastair w/ respect, the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job."
793,apple,neutral,126006572420833282,"@jackiestone1 yes! Tech peeps talk so much about algorithms, but tech should always tie back to people. @apple proves this #imediasummit"
794,apple,neutral,126006349959135232,The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany
795,apple,neutral,126004552557273088,Another shrewd business model move by @Amazon http://t.co/OQJRRYFq Rooting for the dark horse in the @facebook @google @apple war? #tech
796,apple,neutral,126003746135224320,RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters
797,apple,neutral,126003567315255296,Flowers & Apples shower the Santa Monica @Apple store in honor of #SteveJobs http://t.co/xGf60gMs
798,apple,neutral,126001989309054976,is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK
799,apple,neutral,126001758853009409,Do people loved Steve? Check out this photo from @Apple store http://t.co/jIqBGghC
800,apple,neutral,126000843798491136,RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!
801,apple,neutral,125999022908510209,"Why @Apple so valuable, good analysis of trended profits, iOS vs. Microsoft: Comparing the bottom lines  http://t.co/k9qst4R4 via @asymco"
804,apple,neutral,125996330500890624,I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!
806,apple,neutral,125994518989385729,"Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal.

http://t.co/65HPp0tu"
808,apple,neutral,125993105722839040,@apple is profiting a min of $400 per 4s.  They sold 4 million this weekend. That's another 1.6 Billion to Apples coffers! #worldRecession?
809,apple,neutral,125992838910586880,"Big mo: In one week, @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet"
811,apple,neutral,125991449455104000,@learmonth @Cue improves iMessage + engages @Apple content partners' customers better http://t.co/hhkvlwFB with social activity messaging
812,apple,neutral,125990236743405568,@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.
813,apple,neutral,125990217801940992,RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ...
814,apple,neutral,125989605634879488,@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems
815,apple,neutral,125989196132388864,Too bad I'm not an @Apple junkie. #icloud #apple #ios5
816,apple,neutral,125989009091592192,@Apple buried the ability to manage #newsstand subscriptions under App Store Settings. This is inconvenient at best.
817,apple,neutral,125988775548559360,Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook
819,apple,neutral,125984350989860864,Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.
820,apple,neutral,125983179877253120,"Go big or go home @Apple users - here are some apps that make your #4s iPhone ""s-s-super"" http://t.co/t74BQyim via @mashable - MS"
821,apple,neutral,125981074114359297,"But @Apple,  the App Store App could really use TABS."
822,apple,neutral,125980918220464128,RT @TechHamlet: Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
823,apple,neutral,125980676653723648,@pkedrosky @apple I am just waiting for my conf email from iCloud.
824,apple,neutral,125980615664336896,"#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ, thus beginning their plan for world domination"
825,apple,neutral,125979228452818944,Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
826,apple,neutral,125978290367381504,Twitter buzz for Best Buy: http://t.co/9SesENTu - RT @acappellamedia OH: Sales guy @BestBuy: &quot;I'm not selling or using any @apple p...
827,apple,neutral,125975779447291904,Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple
832,apple,neutral,125969677997453312,"Over the weekend, @Apple sold more than 4,000,000 iPhones. That’s about 16 iPhones sold every second."
834,apple,neutral,125967560171720704,"Loving these names. ""@Google Chases @Apple With Ice Cream Sandwich"" - http://t.co/u3LchmGD #mobile"
836,apple,neutral,125965569659895808,Going to the @apple store today to get this laptop situation figured out
837,apple,neutral,125963773176582144,gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance
838,apple,neutral,125962667541270528,Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri
839,apple,neutral,125962608519036928,"Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH"
840,apple,neutral,125961033348153345,RT @rickholgate: Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
841,apple,neutral,125960438981734400,Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
